verified,followers_count,following_count,tweet_like_count,tweet_retweet_count,tweet_reply_count,tweet_quote_count,sentiment,tweet_text
FALSE,161,1,0,0,0,0,neutral,crypto scalping futures 1htime 20220829 114403short kncusdt 1657tp 157415sl 170671 knc knc
FALSE,69849,17250,0,0,0,0,neutral,wan send one crypto gc fit join
FALSE,254,589,0,0,0,0,bullish,great project potentials thrive crypto space
FALSE,421,1260,0,0,0,0,neutral,oops revised coffee thought another crypto bro lol
FALSE,1071,4,1,0,0,0,bullish,new listingred listed coinmarketcap superapiv2more info bioau bitcoin autocrypto crypto cryptocurrecy bnb tothemoon bsc bscgem gem altcoin token
FALSE,22748,890,0,0,0,0,bullish,watching project really impressed work put definitely looking forward piticrypto cryptocurrecy pitiarmy
FALSE,163,27,4,2,0,0,neutral,daily betslip bet slip go 816 total multiplier joke makov awaits fields financial gains betdo sports soccer football laliga primeiraliga crypto bitcoin btc uefa bettingtips bettingsports
FALSE,2861,2013,3,0,1,0,bearish,nft crypto communities might interested thiseminem snoop doggs baycinspired vma performance slammed money grab
FALSE,15,142,2,0,1,0,bullish,playstation acquires savage game studios focusing mobile games push square mondaymood mondayblues meetmeatmidnighthouseofthedragon asiacup2022 taylor swiftmondaymotivation tech crypto bitcoin technoblade nationalsportsday taylor
FALSE,183,4313,2,0,3,0,bullish,ive joined airdrop super app ios android give us ability use crypto pay daily purchases instantly feeless running win prize
FALSE,1,2,1,0,0,0,neutral,front cyptocurrency btc eth crypto 123 1 ww lof yet cant see
FALSE,219,140,0,0,0,0,bullish,argentinian province mendoza starts accepting tax payments incrypto
FALSE,306,3193,0,0,2,0,bullish,ive joined airdrop super app ios android give us ability use crypto pay daily purchases instantly feeless running win prize
FALSE,529,88,1,0,1,0,bearish,ive awake gambling crypto im piece shit
FALSE,275,209,1,0,0,0,bearish,suggest reach twitter recovery stolen scammed crypto funds nft theyve helped also got wallet drained low life scammers
FALSE,2494,2690,2,0,1,0,neutral,quack richquack crypto nft nfts
FALSE,12,51,0,0,0,0,bullish,well well well massive happy third birthday us thank team another storming year go strength strength crypto cryptoexchange birthday
FALSE,428,1196,0,0,0,0,neutral,hi occamnauts ada crypto famsee later ama 1800 utcjoin us occamdao moving discord occamqualitystandardoccamrazer
FALSE,2494,2690,2,0,1,0,neutral,quack richquack crypto nft nfts
FALSE,99,578,0,0,2,0,bullish,crypto derivs eod 29 aug1 eth futs backwardated merge carry play btc futs gone backwardated 3m selloff recovered back today sign relief bearish sentiment
FALSE,523,39,3,0,3,0,neutral,nft nftcommmunity deltaflare p2e gamefi crypto nftart nftsjoin discord join telegram 12 days 224637629906
FALSE,0,146,0,0,0,0,neutral,web30 digital bankpocket conducts community airdrop event joined gleam get airdrop contest yet gleam airdrop pocketinfinity crypto
FALSE,39,148,0,0,0,0,neutral,ethiopian crypto providers need register cybersecurity agency
FALSE,10798,2932,3,0,2,0,bullish,still dont google crypto yet tho
FALSE,163,1363,0,0,2,0,neutral,ive joined airdrop super app ios android give us ability use crypto pay daily purchases instantly feeless running win prize
FALSE,13471,18,0,2,0,0,bullish,hacker tries exploit bridge protocol fails miserably finance redefinedbitcoin binance crypto btc bnb
FALSE,568,692,0,0,1,0,bullish,dubai issues crypto marketing rules better protect investors
FALSE,146,76,0,0,0,0,bearish,survived bc converted crypto usdt otherwise id fked
FALSE,78,556,0,0,0,0,bullish,week big week avax degen degenproject web3 crypto blockchain game avax
FALSE,2223,1132,0,0,1,0,bullish,make money current crypto market condition
FALSE,2494,2690,2,0,1,0,neutral,quack richquack crypto nft nfts
FALSE,2640,1374,0,0,0,0,bullish,give crypto
FALSE,1,2,1,0,0,0,bullish,love cyptocurrency btc eth crypto 1w lyou
FALSE,67,290,0,1,0,0,bullish,successful crypto project september richquack yooshi bluesparrowbnb shib aircoin marvin doge
FALSE,201,22,0,0,0,0,bullish,ilies larbis crypto exchange ouinex seeks 1m preicoround
FALSE,1016,3311,0,0,0,0,bullish,prices seem extremely good value project seemed slip radar none crypto enthusiast last cycle surely get stronger especially none hype times quietly developing robust ecosystem
FALSE,196,232,1,0,0,0,bullish,equity fund flows amp anecdotal evidence sitting spaces w thousands crypto amp nft maxis support complacency thesis keep asking missing seems like fat pitch first equity outflowsearnings guide downsintangible asset writeoffspe reratings
FALSE,57,213,0,0,1,0,bullish,argentinian province mendoza starts accepting tax payments crypto news bitcoin news
FALSE,1473,2767,0,0,1,0,neutral,cryptovirtuoso used youtube channel infleuncer crypto world
FALSE,3520,1803,0,0,2,0,bullish,lets admit crypto people pretty weird nft community even weirder like tho
FALSE,931,20,4,1,3,0,neutral,creator club bought 22 thetadropthetalands theta opentheta crypto theta tfuel tfuel theta nfts nft nftcollector nftcommunity tdrop tdrop metaverse thetaverse
FALSE,1853,3,0,0,0,0,neutral,cardano ada whale laced transaction output 160m 698m usd tx info support us stake peace pool stake sharpeasy1boostgmblfintech blockchain crypto
FALSE,88,178,0,0,0,0,bearish,singapores central bank slams crypto trading talks digitalassetopportunities
FALSE,511,573,0,0,0,0,neutral,biggest hypocrisy govtgovt turning blind eye obvious scam thats called sale people forced buy courses unable cancel busy chasing crypto exchanges people buying crypto choice
FALSE,27,162,0,0,0,0,bullish,crypto think good investment mr musk
FALSE,178,1099,0,0,0,0,bullish,partnerships community meet ups binance team busy travelling across globe one goal mind driving crypto adoptionnext stop binanceblockchainweek paris highlights journey far
FALSE,1298,183,0,0,1,0,bullish,jerome powell spoken 8 mins enough drop crypto marketcap 1t however crypto maxi keep accumulating cryptocurrency assets dont forget diversification good time buy dip earn shorts
FALSE,1395,0,3,0,4,0,neutral,bitcoin eth dice binancenfts staketrxbcgame airdrop rain doge roobet deficrypto casino gambling10000 slots amp live casino amp sports betbonus 840win 5 btcfree every dayreg promo link grab5btc
FALSE,166,125,0,0,0,0,bullish,dubai issues crypto marketing rules better protect investors
FALSE,6352,555,1,0,1,0,bullish,personal goal add bags weekly basis tickcrypto timecapsulecrypto shibarmy nftfam timecapsule tick currently available pancakeswap crypto project contract id 0x8db898e2a7cf9fc73ef423b97b15d08e0f1ecdbd
TRUE,6944210,1169,1,1,0,0,neutral,weekend woods cryptos cool kids
FALSE,231,2144,1,0,0,0,bearish,buhari governments ban crypto comes mind ideology belief system extremists agenda different locations
FALSE,3,18,2,0,0,0,bullish,startups amp entrepreneurs cryptocurrencypaymentgateway tends provide many lucrative profits business wanna create one connect leading crypto payment gateway development company
FALSE,2794,194,0,0,0,0,bullish,1000 damn zbc giving free money art sold growing continuously past month ways one lets see prove worthdefi passiveincome crypto
FALSE,4128,251,0,0,0,0,bullish,zoomed monthly chart btc september usually bad month sp500 expect downside bitcoin well see small red monthly candle like sep small green oct big green nov one knows calculated guess midterm crypto bottom
FALSE,1,4,0,0,0,0,bullish,excelleent effort lot potenttial teams deddication ingenuity combined eexceptional fan support make tthis envy crypto world
TRUE,1116546,6511,3,0,9,1,bullish,shill favorite crypto project
FALSE,1,2,0,0,0,0,neutral,good horse oft cyptocurrency btc eth crypto 123 1w en needs good spur
FALSE,52,7,0,0,0,0,bearish,singapore considers stricter crypto regulations protect retailtraders
FALSE,17,117,0,0,0,0,bearish,clue whats coming nonewatch dxy120 coming crypto worthless
FALSE,10,11,1,0,1,0,bearish,increase crypto crimes security major concern traders developers bnbchain ann defi
FALSE,1853,3,0,0,0,0,neutral,cardano ada whale laced transaction output 14m 064m usd tx info support us stake peace pool stake sharpeasy1boostgmblfintech blockchain crypto
FALSE,70,3541,0,0,3,0,neutral,quack crypto nft nfts
FALSE,14,39,0,0,1,0,bearish,ive said past say stay away crypto far far away
FALSE,86,3122,1,0,2,0,neutral,ive joined airdrop super app ios android give us ability use crypto pay daily purchases instantly feeless running win prize
FALSE,70,2,0,1,0,0,bearish,himalaya exchange ceo jesse brown weathering crypto winter
FALSE,32,166,0,0,0,0,bearish,raoul pal thinks surging dollar break equities oilcrypto
FALSE,1,2,0,0,0,0,bullish,cant stop cyptocurrency btc eth crypto ww l
FALSE,1237,1353,0,0,0,0,neutral,ibsee birning mechanism crypto btc
FALSE,170,2367,0,0,1,0,neutral,quack crypto nft nfts
TRUE,9367127,490,107,37,39,2,bullish,partnerships community meet ups binance team busy travelling across globe one goal mind driving crypto adoptionnext stop binanceblockchainweek paris highlights journey far
FALSE,454,4089,0,0,0,0,bullish,wowquack richquack crypto nft nfts
FALSE,37011,58,2,0,1,0,bullish,welcome space metaversewe bridging traditional commerce web3 experiences commerce metaverselearn build store metaversemetaverse spacemetaverse crypto
FALSE,414,379,0,0,1,0,bullish,crypto future
FALSE,752,1326,0,0,0,0,bearish,crypto company stocks slump bitcoin drops 20000 morningstar
FALSE,2368,99,0,0,0,0,bullish,followed also interested learning crypto
FALSE,8,5,0,0,0,0,neutral,metamortals set fly like metaverse counterparts sandbox axie infinity crypto mode
FALSE,1,2,0,0,1,0,neutral,crypto currency
FALSE,83,271,1,0,1,0,bullish,shill next 100x gems bscgems 100xgem bnb eth sol btccryptocurrency crypto altcoin gem 10
FALSE,1853,3,0,0,0,0,neutral,cardano ada whale laced transaction output 10m 047m usd tx info support us stake peace pool stake sharpeasy1boostgmblfintech blockchain crypto
FALSE,176,33,0,0,0,0,bullish,yieldfarming involves lending staking cryptocurrency exchange interest rewardsyield farmers measure returns terms annual percentage yields apy potentially profitablesilverlineswap dex defi crypto
FALSE,1853,3,0,0,0,0,neutral,cardano ada whale laced transaction output 14m 064m usd tx info support us stake peace pool stake sharpeasy1boostgmblfintech blockchain crypto
FALSE,208,31,0,0,0,0,bullish,gnox gnox launches binance smart chain bsc outperforms cryptos like cardano ada solana sol cryptomode ada crypto cryptocurrency cryptonewsis
FALSE,3,26,0,0,0,0,bullish,first crypto project movetoearn autostaking ampampampampampampampampamp autocompounding gmt ampampamp
FALSE,3188,242,1,0,1,0,bullish,ever come across concept bridge got confused didnt really understand whats take look explanation subject youll never questions againcrypto bitcoin ethereum stronghands investiment market
FALSE,146,43,0,0,0,0,bullish,barriers saving money low income declared exactly half population poland 25 afraid loose process 22 trust financial institutionswe develop platform effortless stable growthblockchain crypto
FALSE,34,83,0,0,0,0,bearish,ava labs responds cryptoleaks allegations delusional conspiracy theory
FALSE,1083,876,1,0,0,0,bullish,yes crypto keeps dippingno bitcoin still safe hedge inflationeventually turn accumulate higher returnsadded route qnt tlos amplifi ubt
FALSE,991,4640,1,0,0,0,bullish,dhx flyer polkadot crypto
FALSE,9931,176,0,0,0,0,bearish,bitcoin back us20000 hawkish fed weighs crypto
FALSE,931,20,2,0,2,0,neutral,creator club bought 380 tfuel 22 thetadropthetalands theta opentheta crypto theta tfuel tfuel theta nfts nft nftcollector nftcommunity tdrop tdrop metaverse thetaverse
FALSE,501,240,0,0,0,0,bearish,extreme fear crypto btc
FALSE,85,5001,0,0,0,0,neutral,lfg quack crypto nft nfts
FALSE,2154,1922,2,0,0,0,neutral,think many real influencers web3 considered influencers gained huge audience done absolutely nothing web3 nft crypto fieldsim sure
FALSE,61748,52,0,0,0,0,bearish,f rumors true people stay away avax matter rises rumors true avax team members crypto cryptocrypto projects support rumors true avax opposite
FALSE,40,126,5,2,2,0,bullish,smart contracts blockchain used many industriesmetaverse iot iiot 5g crypto nfts ai datascience coding programming engineering bigdata machinelearning analytics innovation smartcity 100daysofcode web3
FALSE,1,2,0,0,0,0,bullish,good name earlier cyptocurrency btc eth crypto 123 1w lost
FALSE,1964,2444,0,0,0,0,bullish,raise hand evolution crypto sphere koacombat hypeno speculationno empty promisesno chaosno juvenile dramawe believe wounded warriors freedom fascism unity
FALSE,80,174,0,0,0,0,neutral,hi community tired ups downs crypto market recommend check offer teroxx deliver since 3 years outstanding performance investors matter direction market moves 2030 pa dm information
FALSE,21,2552,0,0,1,0,neutral,entered airdrop competition think consider rmhtoken crypto giveaway airdrop whitelist
FALSE,5,111,0,0,0,0,bullish,chilizs chz price surging today chiliz chain 20 ignited bull run crypto
FALSE,1894,126,1,0,0,0,neutral,hiring collab manager moderator art artist blockchain dev game testersyou earn 50100 day us master3drpg master3d p2e p2egaming nft nftjobs web3 nftjob crypto job
FALSE,0,17,0,0,0,0,neutral,happy birthday cheat crypto
FALSE,138,420,0,0,0,0,bullish,learning outs crypto one day timeblockchain nfts web3
FALSE,24,353,0,0,0,0,bearish,vulnerability customers crypto bankruptcy help way jd supra
FALSE,33,147,0,0,0,0,bullish,understanding move earn fitness app curious fitmint strike balance among tokenomic gamification running app order attract native crypto users fitness users dont know much crypto
FALSE,131,331,1,0,1,0,neutral,come get fast discord turtleconnection crypto ada cardano
FALSE,37771,55,1,0,1,0,neutral,crypto leader refund completed please check
FALSE,875,492,0,0,0,0,bearish,stage bearmarket think inlet us know comments crypto
FALSE,54,2781,0,0,2,0,neutral,ive joined airdrop super app ios android give us ability use crypto pay daily purchases instantly feeless running win prize
FALSE,632,667,0,0,3,0,bearish,retail shorting eurusdeveryone shorting btc eslate bulls longing dxy resistancelots confluence short squeeze crypto bitcoin
FALSE,3372,4,0,0,0,0,neutral,bitcoin last price 19804 btc weekly indicatorspivot fibonacci support 1 32076 s2 22276 s3 6412 middle 47940 resistance 1 63804ethereum last price 1446 ethpivot s1 1550 s2 570 3137 r1 4724 r2 5704crypto defi66224285
FALSE,0,1,1,0,0,0,neutral,areeee crypto people talking
FALSE,1023,5002,0,0,0,0,bearish,know im one wants crypto market go lower currently buyingthedip
FALSE,2216,399,0,0,1,0,neutral,hi meta thiss mmex web3 crypto exchange may ask make post
FALSE,7937,200,0,0,1,0,neutral,cardano ada price prediction vasil stats bring 050 view crypto cryptocurrencies vasil cardanovasil
FALSE,0,13,0,0,0,0,bullish,guys havee built ggreat project helped connfiddence iin crypto projects
FALSE,104,3131,0,0,4,0,neutral,ive joined airdrop super app ios android give us ability use crypto pay daily purchases instantly feeless running win prize
FALSE,1853,3,0,0,1,0,neutral,cardano ada whale laced transaction output 160m 698m usd tx info support us stake peace pool stake sharpeasy1boostgmblfintech blockchain crypto
FALSE,1095,104,0,0,2,0,bearish,mt gox creditors dismiss rumors massive bitcoin dump please share like amp follow cryptonews crypto cryptocurrency
FALSE,8216,6004,0,0,1,0,bullish,stack sats buy crypto
FALSE,4328,1938,0,0,1,0,bullish,mendoza province argentina one first country implement digital system allows taxpayers execute payments operations crypto
FALSE,93,2273,1,0,1,0,neutral,quack crypto nft nfts
FALSE,1,2,1,0,0,0,neutral,idea cyptocurrency btc eth crypto 123 1w lf
FALSE,3595,150,1,0,0,0,neutral,lets get 1000 retweets lfgi crypto passiveincome cryptocurency
FALSE,4,54,0,0,0,0,bullish,stock market crash crypto go boom
FALSE,137,536,8,1,8,0,neutral,sandman linknfts nft nftart nftcommunity nftcollector nftartist crypto digitalart cryptoart art ethereum opensea nftcollectors blockchain nftdrop cryptocurrency nftcollectibles bitcoin openseanft nftcollections
FALSE,641,1878,0,0,0,0,bullish,great one thing see around forever insider trading sadly around tradfi long time certainly cryptonfts seen wash trading well hoping decentralization help traditional insiders dissolve slowly
FALSE,70,141,1,0,1,0,neutral,one popular pairs traded today crypto bitcoin btc tradebtc cryptocurrency tradebitcoinvisit
FALSE,705,2539,1,0,0,0,bullish,robert kiyosaki peter schiff hints buy dip left curated post publish0x read write articles get crypto referral earn btc
FALSE,931,20,2,0,3,0,neutral,four three animated print bought 346 tfuel 20 thetadropthetalands theta opentheta crypto theta tfuel tfuel theta nfts nft nftcollector nftcommunity tdrop tdrop metaverse thetaverse
FALSE,1741,1584,0,0,0,0,bullish,taylor lorenzinside crypto woodstock technologists plot utopian future
FALSE,797,92,2,0,1,0,bullish,earlier quite difficult get attention token holders product gain sort supportusing virality platforms like reddit twitter founders crypto startups needed carry weight gathering needed support
FALSE,23,106,0,0,0,0,bullish,oneday entire crypto space volt
FALSE,108,2311,2,0,2,0,bullish,future 2 moon quack crypto nft nfts
FALSE,35,11,0,0,0,0,bearish,powells jackson hole speech gives crypto investors thejitters
FALSE,20755,95,2,0,1,0,bearish,ii va called ib needing clearmm waiting sauce them199 longs amp 195 shorts stressedsomes forced close lossbtc crypto
FALSE,18,19,0,0,0,0,neutral,crypto boss get yootlist
FALSE,4767,5243,0,0,0,0,neutral,cryptopriceslive crypto prices 24h changebtc 1981149 101eth 144805 226ada 04342 255uni 594 065mkr 75623 122avax 1803 1020atom 1050 447powered coingecko apibtc eth ada uni mk
FALSE,4262,1532,1,0,0,0,bullish,wish life ethereum impressive run crypto market
FALSE,150,717,1,0,0,0,neutral,energy mining comparison different blockchains artificialintelligence machincelearning libonomy blockchain crypto lby
FALSE,1371,1805,0,0,0,0,bullish,samsung securities eye launching crypto exchanges 2023report
FALSE,0,158,0,0,1,0,neutral,hey check crypto portfolio deposit today start earning tomorrow haruinvestturns3 btc eth usdt
FALSE,110,1595,5,0,4,0,bearish,powells jackson hole speech gives crypto investors thejitters
FALSE,2291,986,1,0,0,0,neutral,interesting question since touched crypto keep studying
FALSE,2967,12,4,0,3,0,bearish,tezos xtz nurses dangerous fall final 7 days binance asset freezebinancetown crypto bitcoin cryptocurrency cryptocurrencies cryptonews
FALSE,17,117,1,0,0,0,bearish,watch dxy 120 coming crypto worthless amp europe shit show
FALSE,2009,1513,1,0,0,0,bearish,yet texas texas cryptomining rush may need much power entire state new york
FALSE,341,98,2,0,1,0,bullish,cel kills 4656 gainvisuals cel cel celsius network bitcon crypto
FALSE,3,44,2,0,0,0,neutral,crypto people talking
FALSE,20,3790,2,1,2,0,neutral,quack crypto nft nfts
FALSE,0,153,0,0,1,0,neutral,web30 digital bankpocket conducts community airdrop event joined gleam get airdrop contest yet gleam airdrop pocketinfinity crypto
FALSE,321,2064,0,0,3,0,bullish,doge buy 0002361 bought thought low name sounds funny idea crypto buying back except btc bought 270 lol sold 150 profit top would 866 321x 32000 doge
FALSE,145,459,0,0,0,0,bearish,eth price extremely volatile youd say basket crypto low beta coefficient agree soft peg introduces much risk meaningful adoption
FALSE,0,0,0,0,0,0,neutral,cryptocircus review overviewscammed cryptocircus read full cryptocircus review know possible activities scam brokers safe trade visitcryptocircusreview cryptocircusscam
FALSE,76,2,1,0,2,0,neutral,current data dexit price 00017 usd markcetcap 00 usd 24 hour volume 461662 usd 24 hour change 287 last updated 20220829 114023489501dexit dexitarmy coingecko coinmarketcap dxt crypto btc bnb eth
FALSE,315,927,0,0,1,0,neutral,hard manage job updated active crypto manage
FALSE,126,36,1,0,1,0,bullish,ecosystem offers possibility invest company makes money grow follow nft community nft nftcommunity nftcollector crypto oga originalgangsterape
FALSE,101,475,0,0,3,0,neutral,ive joined airdrop super app ios android give us ability use crypto pay daily purchases instantly feeless running win prize
FALSE,419,728,0,0,0,0,bearish,introduce blockchain need regulate crypto
FALSE,65,59,0,0,1,0,bullish,going bull season crypto project dont miss cvp defi automation trillion market narrative cvp preparing enter market poweragent keep watch huge pump incoming soonest
FALSE,14,380,0,0,1,0,bullish,project huge crypto future orbitchain airdrop giveaway orc
FALSE,2109,4599,0,0,0,0,bullish,accepting also crypto nfts
FALSE,20,80,1,0,0,0,bearish,answer crypto always lot remembrr luna
FALSE,128,2668,0,0,2,0,neutral,entered airdrop competition think consider rmhtoken crypto giveaway airdrop whitelist
FALSE,0,13,0,0,0,0,neutral,2018 bought 10000000 cardano tokens completely forgot found today full audit crypto holdings want hold ada giving 10m away one random person likes retweets
FALSE,24,196,0,0,0,0,neutral,understand significant backing collaborations crypto sector quite beneficial new enterprises tell us projects investors partners point benefits expect bring naoris protocol ecosystem
FALSE,86,293,0,0,0,0,bullish,coke crypto weirdo book kook crook sell dell shouldbeincell promoting tweeters ive blocked today yes know blocking pleases
FALSE,69849,17250,0,0,0,0,bullish,want send crypto gc join
FALSE,146,17,1,1,2,0,bullish,3 fronts holder get benefit staking day 1 passive incometoken valuation 25 share mining profitgreeningtoken crypto altcoins bitcoin
FALSE,2794,194,0,0,1,0,bullish,remember back 2017 little money went allin gems like mnw every day month went valuefor moment knew crypto would change life5 years later im financially free patient amp hodltoken
FALSE,1715,1,0,0,1,0,neutral,current bitcoin price 19811 btc crypto
FALSE,44,19,0,0,0,0,bullish,argentinian province mendoza starts accepting tax payments crypto news bitcoin news
FALSE,2090,212,0,0,1,0,bullish,gammax raises 4m launch crypto derivatives exchange ethereum layer2solution
FALSE,47,82,1,0,1,0,bullish,ive never heard infinite battle root three kingdoms multiverse came sure blastnftsp2ecrypto
FALSE,22,3,0,0,0,0,bearish,crypto crash different dont fight bitcoin crash isnt unusual cryptocurrency prices never faced aggressive fed rate hikes moves expect
FALSE,1674,299,0,0,1,0,neutral,life crypto trader trading everywhere binance
FALSE,0,2,1,1,0,0,neutral,asked whalewhy fatthen saidi xray proved knowthe whale whalecointalk carrying fats talkingwhalecointalk wctmemes bsc bscgems giveaway crypto
FALSE,6330,8,2,1,1,0,neutral,taking playlearnearn next level whitelist first join dreamsmaker metaverse click register game nftcommunity nftproject web3 crypto cryptoproject gaming whitelist nfts nftcollector guild
FALSE,1303,1,0,0,0,0,neutral,cocosusdt cocos signal 7 last signal 4 mins ago 074730000 075870000 153 volume chng 612763 usdt 2259 daily price chng 1845 volume 3105398 usdt pro crypto bitcoin btc eth
